type	typeName	facet	quality_score	quality_max	quality_level	title	content
L	Learning	truthkit	5	5	strong	TruthKit = harness + TruthKit-KB; the KB is ODD with software vocabulary removed	TruthKit already exists in canon as the harness layer (context-window-level enforcement; 'the harness requires'). TruthKit-KB is the minimal universal canon the harness reads. Engine:fuel :: harness:knowledgebase, mirroring oddkit:klappy.dev. So TruthKit-KB is not a separate artifact from ODD; it is ODD de-software-ified. One universal-canon repo, not two; ODD likely persists as the human-facing teaching name.
D	Decision	sequence	5	5	strong	Observe once (audit), then act once; first extraction is TruthKit-KB, ODD-repo is a byproduct	Because TruthKit-KB subset ODD, do the distill first; the software-flavored outcomes-driven-development repo is kernel plus a thin vertical overlay. The two extractions (separation vs distillation) are different operations and must not be combined in one pass. The audit is the shared, non-destructive prerequisite.
D	Decision	method	5	5	strong	Frontmatter-routed extraction: tag movers with target_repo; untagged = stays; defer universality	Put the routing in the document so the eventual move is search-and-copy. target_repo quoted-string enum. universality (universal vs software-clothing, the TruthKit-KB seed) is a second pass requiring the ODD spine read.
O	Observation	challenge	5	5	strong	Challenge surfaced: Worker indexes only ~6 frontmatter fields; new field not searchable via oddkit	docs/planning/oddkit-full-frontmatter-and-drift-audit: the Worker cherry-picks a fixed field subset. So target_repo will not be found by oddkit_search unless Worker indexing is extended; 'search and copy' means git grep. frontmatter-validation-before-merge: broken frontmatter blanks the renderer in production. 'scope' is overloaded in this canon (scoped-truth, scope-over-folders).
D	Decision	revised-plan	5	5	strong	Revised plan: tag ~232 movers only; field is target_repo; contested -> undecided; bundle schema+validator+tests	Tag movers only (138 core + 94 tool md), not all 683 (keeps the PR reviewable; untagged=stays honors meaning-must-not-depend-on-path via a default rule). Rename field scope->target_repo. Contested 29 files + 3 forks tagged 'undecided'. Same PR carries schema addition, validate-frontmatter.py allowlist, and test fixtures. Branch scope-audit, not main. Search via git grep, not oddkit. universality deferred.
E	Encode		4	5	medium	Crystallized this session into journal, canon decision record, and execution handoff	Persisted: journal/2026-06-09-odd-truthkit-bifurcation-and-scope-audit.tsv (this file); canon/decisions/DR-20260609-0001-odd-truthkit-bifurcation.md; odd/handoffs/2026-06-09-scope-audit-execution.md. Encode is a receipt that crystallization happened; content lives in those artifacts.
H	Handoff		5	5	strong	Next session: open the scope-audit PR per the execution handoff	odd/handoffs/2026-06-09-scope-audit-execution.md is the strict execution contract. Tag ~232 movers with target_repo on branch scope-audit; bundle schema+validator+tests; sidecar for non-md movers; do not move files; do not touch main. blocked_by: maintainer go-ahead to write to the public repo. owner: next session.
O	Open	P1	0	0		Resolve the 3 cross-cutting forks and ~29 undecided files	Writing-vertical cluster (lean klappy.dev), vodka/oddkit-architecture principles (split core vs oddkit), and the AGENTS.md split (creed->core, MCP->oddkit). These are tagged 'undecided' until resolved.
O	Open	P1	0	0		Run the universality pass over the ~138 core files (TruthKit-KB seed)	Read the ODD spine (manifesto, contract, maturity, use-only-what-hurts, terminology, prompt-architecture, odd-compared, gate/challenge/encode definitions); tag each claim universal vs software-clothing. Output is the TruthKit-KB seed list plus the re-voicing edit list.
O	Open	P2	0	0		Decide whether to extend Worker frontmatter indexing to include target_repo	If indexed, oddkit_search can route by target_repo; otherwise grep-only. Separate, deferrable engine change.
O	Open	P2	0	0		Confirm the current epoch and whether this thread warrants its own epoch declaration	Artifacts provisionally tagged epoch E0009 (last observed). Could not verify the current epoch as of 2026-06-09; confirm before merge and bump if behavior-affecting.
O	Open	P3	0	0		Deferred: oddkit private-repo support; apocrypha PDF -> release asset; docs/archive cleanup	Not blocking the bifurcation. Privatization enables the later private-core move; the 16.8MB PDF should leave source; the archive can fold into the existing convention.
